Job_title,Company_name,Required_time_experience,Salary,Job_location,Skill
Java Technical Architect,Genpact,12-19 Yrs,Not Provided,"Hybrid - Noida, Hyderabad, Pune","core java, cloud, angular, Technical Architecture, Core, Technical, Java, Architecture"
Active Directory Architect,Hitachi Digital Services,10-20 Yrs,25-37.5 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru","Entra ID, Hybrid Active Directory, MFA, SSO, PowerShell, Identity Governance, GPO, AD Connect"
Senior Apriso Developer,Tata Consultancy Services,7-12 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Delmia Apriso, Apriso, MES, Apriso Flexnet, .Net, Development, Senior, Delmia"
Cloud Engineer,Hitachi Digital Services,7-12 Yrs,15-25 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru","HLD, LLD, Cloud Architecture, SCP, Azure Landing Zone, Entra ID, Transit Gateway, SSO"
SAP BRIM with CI/SOM,Deloitte US-India Offices,3-8 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru","SOM, CI, Sap Brim, SAP, Continuous Integration"
Abinitio Developer (2-9yrs),Infosys,2-7 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Ab initio developer, Ab Initio, Ab initio graphs, ab initio development, Ab, Initio, Graph, Development"
Selenium Automation Tester,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Cucumber Framework, Automation Testing, Selenium Java, Software testing, Cucumber, Selenium Automation, Framework, Selenium Automation Testing"
Smartsheet Technical Expert,Cognizant,9-12 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Smartsheet, implementation, Development, Technical"
SAP SuccessFactors  Compensation,Tata Consultancy Services,6-10 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Compensation, Sap Success Factor, Implementation Cycle, Successfactors, SAP Successfactors, SAP, Saps"
java azure,Infosys,3-7 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Java, Azure Functions, Spring Boot, Boot, Functional, Spring, Microsoft Azure"
Python Django,Infosys,3-8 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Django, Full Stack, Architectural Design, Python, Angularjs, Architecture, React.Js, Flask"
Java Full Stack developer(React JS),Infosys,5-9 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Spring Boot, Java Fullstack, React.Js, Hibernate, Rest, Microservices, Spring, Full Stack"
GCP DevOps,Tata Consultancy Services,8-10 Yrs,19-32.5 Lacs PA,"Kolkata, Pune, Bengaluru","GCP, Ansible, Kubernetes, Jenkins, Docker, Terraform, Devops"
Dot Net FSD _Azure  Virtual Drive,Tata Consultancy Services,4-9 Yrs,5-15 Lacs PA,"Hyderabad, Pune, Bengaluru",".Net, Azure Paas, Azure Active directory, Azure Kubernetes, Service bub, function app, Full Stack, App configuration"
Senior Openshift Virtualization Engineer,Ensono,8-12 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","VMware, Bash/python, RedHat  certificate, Openshift, Virtualization, cluster admistration, Redhat Openshift, Python"
Big Data Engineer,Infosys,7-12 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","SCALA, Big Data, Kafka, Spark, Hive, Data"
Java Full Stack Developer,Hexaware Technologies,7-12 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Java, Angularjs, Hibernate, Spring Boot, React.Js, Microservices, Stack, Spring"
Java Full Stack Developer,Infosys,5-10 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Java, Data Structures, Microservices, Angular, Data Structures And Algorithms, Design Patterns, LLD, Kafka"
Automation Tester @ Pan India,Infosys,3-8 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Automation Testing, Java Selenium, C#, Automation, Software testing, Selenium, Java, Pan"
Full-Stack SAP BTP Developer (CAP & UI5),Tech Mahindra,8-12 Yrs,20-35 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru","SAP BTP, Full Stack, UI 5, CAP, Stack, Sapui5, Development, UI"
Java Full Stack,Infosys,3-5 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Java, Spring Boot, angular, Hibernate, Rest, Java Fullstack, Microservices, Stack"
ETL Test@Pan India_SD,Infosys,4-9 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","DWH Testing, ETL Testing, Big Data Testing, Data Warehouse Testing, Software testing, ETL, Big Data, Data Testing"
.Net - Production Support - Infosys,Infosys,5-9 Yrs,Not Provided,"Hybrid - Kolkata, Hyderabad, Pune",".Net Production Support, .NET, Production Support, Production"
Generative AI_S (5-8years),Infosys,5-8 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Generative Ai, Langchain, LLM, Huggingface, Prompt Engineering, Langgraph, Artificial Intelligence, Computer Vision"
Azure Devops Specialist,Infosys,3-8 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Terraform, Azure Certified, Aks, Azure Devops, Kubernetes, azure, Certified, Microsoft Azure"
Aws Devops Specialist,Infosys,3-6 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Bengaluru","Terraform, Aws Devops, Aws Certified, Eks, Kubernetes, AWS, Certified, Devops"
Python Fullstack Architect- STG,Infosys,9-14 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Django, Full Stack, Architectural Design, Python, Angularjs, Architecture, React.Js, Flask"
Big Data Engineer,Infosys,7-12 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Pyspark, Hive, SCALA, Big Data, Spark, Hadoop, Kafka, Python"
Decision Analytics Consultant - RWD,ZS,3-7 Yrs,Not Provided,"Pune, Bengaluru","Analytics, Economics, Leadership, Business Analytics, Sas, Operations Research, Mathematics, Tableau"
Senior Python Automation Engineer,Infobeans,8-15 Yrs,Not Provided,"Indore, Pune, Bengaluru","Pytest, Selenium, Python, Automation, Senior"
Python Fullstack Developer,Infobeans,8-15 Yrs,Not Provided,"Indore, Pune, Bengaluru","python, django, react , Development, Full Stack, React.js"
Ai Ml Engineer,Calsoft,6-9 Yrs,Not Provided,"Hybrid - Indore, Pune, Bengaluru","Python, Genrative Ai, Crewai, Langchain, Langgraph, Artificial Intelligence, Vector Database, Aiml"
SAP SD Technical Consultant-,Infosys,5-10 Yrs,Not Provided,"Hybrid - Pune, Bengaluru, Delhi / NCR","SAP SD Consultant, SAP SD, SAP SD Functional Consultant, SAP, Saps, Functional, Technical, Consulting"
Sap Fico Technical Consultant-,Infosys,6-11 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","SAP CO, SAP FICO, SAP FI, SAP Functional, SAP Finance, FICO, SAP Knowledge, Consulting"
Java Full Stack Developer with Angular/React.JS,Hexaware Technologies,6-11 Yrs,10-20 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Java, Spring Boot, Full Stack, Ci/Cd, Devops, Microservices, Angular, SQL"
Generative AI-Pan India,Infosys,5-8 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Generative Ai, Aiml, gen ai, Python, Agentic Ai, RAG, LLM, Retrieval Augmented Generation"
Data Engineer,EY,4-8 Yrs,Not Provided,"Hybrid - Kochi, Pune, Bengaluru","Data Engineering, Azure Data Factory, Pyspark, Azure Databricks, ETL, Python, SQL, Microsoft Azure"
Phython fullstack,Hexaware Technologies,7-12 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Pyspark, Python Development, SQL, Development, Python, Full Stack"
Lead AI Engineer,Capco,10-15 Yrs,35-40 Lacs PA,"Pune, Bengaluru","Agentic Ai, Gcp Cloud, Python, Cloud, GCP, Artificial Intelligence"
Ai ML Engineer,Capco,10-20 Yrs,Not Provided,"Pune, Chennai, Bengaluru"," Retrieval-Augmented Generation Rag, Google Cloud Platforms, Python,  Agentic AI , GCP, LLM,  Document AI DocAI, Cloud Platforms"
Golang and Java Developer with Microservices,Capco,3-10 Yrs,Not Provided,"Pune, Bengaluru, Delhi / NCR","Golang, Java, Microservices, Typescript, Data Structures, Development, Data"
Servicenow Architect,Hexaware Technologies,12-15 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Servicenow, ITSM, CMDB, TAX, CSM, Itom, Architecture, Taxation"
Etl Test Engineer,Hexaware Technologies,6-11 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Etl Automation, SQL, Python, Etl Automation Testing, ETL Testing, Automation testing, Software testing, ETL"
Python Fullstack Developer,Quest Global,4-9 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","FastAPI, React, Python, Development, React.js, Full Stack"
Google Platform Architect,Tata Consultancy Services,7-12 Yrs,Not Provided,"Kolkata, Pune, Bengaluru","Gke Cluster, GCP, Google Cloud Platforms, Glm, Clustering, Architecture, Cloud Platform, Cloud"
ServiceNow CMDB Developer,Capgemini,6-9 Yrs,Not Provided,"Hybrid - Pune, Bengaluru, Delhi / NCR","ITSM, CMDB, Servicenow Development, Servicenow, Discovery, Development, Discoverer"
Java Full Stack Developer,Hexaware Technologies,6-11 Yrs,6-14 Lacs PA,"Hybrid - Pune, Ahmedabad, Bengaluru","Java, React.Js, Rest, Spring Boot, Microservices, Stack, Spring, Development"
Senior Workato Integration Engineer,eLabs Infotech,6-11 Yrs,Not Provided,"Pune, Bengaluru, Delhi / NCR","Workato, Senior Workato Integration Engineer, Workday Integration, APIs, RESTSOAP, Sftp, Ci/Cd, Salesforce Workday"
"Avaloq developer,avaloq,",HCLTech,1-10 Yrs,0-45 Lacs PA,"Hyderabad, Pune, Chennai","avaloq developer, avaloq, avaloq dev, Development, Avaloq Development, Dev"
Salesforce Developer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune","SFDC, Lightning, Sales Force Development, Sfdc Development, Salesforce Lightning, Salesforce, Sales, Development"
Azure Devops Engineer,Hexaware Technologies,8-13 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Terraform, Azure Cloud, Aks, Azure Devops, Powershell, Synopsys, Cloud, Devops"
Java Developer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Hyderabad, Pune, Chennai","Java, Spring Boot, Microservices, Rest Apis, Kafka, Development, Boot, Java Development"
Ai Fullstack developer,Hexaware Technologies,6-10 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Large Language Model, Full Stack, React.Js, Python, Agentic Ai, Fullstack Development, Aiml, Languages"
OTM Developer,Tech Mahindra,5-10 Yrs,12-22 Lacs PA,"Pune, Chennai, Bengaluru","Oracle Transportation Management, OTM Developer, Implementation And Integration Projects, Integration, OTM, Development, Management, Project"
Senior Software Engineer- Quadient Suite,Optum,4-9 Yrs,Not Provided,"Hybrid - Hyderabad, Pune","quadient, inspire, quadient suite"
Senior Workato Integration Engineer,e-Labs Infotech,5-10 Yrs,15-30 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Workato, Event-Driven Architecture, API Integration, Integration Development, JSON, SOAP Web Services, REST API, Workato Developer"
Senior Azure devops Engineer,Fractal Analytics,5-8 Yrs,Not Provided,"Hybrid - Pune, Bengaluru, Delhi / NCR","Terraform, Docker, Azure Devops, Kubernetes, Azure Devops Rest Api, Pyspark, Platform engineer, Ci/Cd"
Jira admin,Tata Consultancy Services,3-6 Yrs,Not Provided,"Hyderabad, Pune, Chennai","Jira admin, Atlassian, JIRA, Administration"
Windchill Migration,Capgemini,6-11 Yrs,Not Provided,"Hybrid - Pune, Bengaluru","WBM, Migration, Windchill, PLM, Data Migration, Windchill Bulk Migrator, Customization, WBMFF"
Windchill Developer/Sr./Lead/Architect,Capgemini,5-10 Yrs,Not Provided,"Hybrid - Pune, Bengaluru","Customization, Windchill, PLM, Java, Integration, Configuration, Pdm Link, Windchill Customization"
Azure Solution Architect ( Manager - Pan India),PwC India,8-12 Yrs,Not Provided,"Hybrid - New Delhi, Pune, Bengaluru","Azure, Solution Architecting, Architecture, Architecting, Microsoft Azure, Management, Pan"
"Golang, Java Developer with Microservices",Capco,3-8 Yrs,10-20 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Golang, Java, Microservices, Go, micro services, Development"
Azure Cloud Architect,Tata Consultancy Services,7-12 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Azure Cloud, Azure Cloud Platform, Azure Migration, Replatform, Migration, Azure Iaas, Microsoft Azure, Cloud Platform"
Google Cloud Infra Architect,Tata Consultancy Services,10-15 Yrs,Not Provided,"Pune, Chennai, Bengaluru","Terraform, Google architect, Google Cloud Platforms, Gke Cluster, IAM, Kubernetes, Glm, Cloud Platforms"
Hiring For MES Camstar Developer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Pune, Bengaluru, Delhi / NCR","Manufacturing Execution System, Camstar Mes, MES, Camstar, Development, Manufacturing, Hiring, Execution"
Power Platform Developer,EY,3-7 Yrs,Not Provided,"Hybrid - Pune, Bengaluru","Powerapps, Model Driven Apps, Power Bi, Canvas Apps, Power Automate, Power Platform, Copilot, Canvas"
Support Engineer Nokia CFX 500,HCLTech,7-12 Yrs,Not Provided,"Pune, Chennai, Bengaluru","CFX, Sbc, NTAS"
Domain Specialist(Data Analyst & Business Analyst ) Opening with CAPCO,Capco,4-7 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Business Analyst, Banking, Data Analyst, SQL, Data Lineage, Data quality, DNS, Data analysis"
Python Automation Engineer,Hexaware Technologies,5-10 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Selenium, Python Testing, Python Automation, Automation Framework, Automation Testing, Python, Software testing, Framework"
"Backend Java Developer (Java, Cloud, Kubernetes) - Senior Engineer",Globallogic,5-10 Yrs,Not Provided,"Pune, Bengaluru","kubernetes, modeling, aks, distribution, docker, sql, spring, cloud"
"Principal Engineer - OneAPI (Backend, API Design Expertise)",Globallogic,10-15 Yrs,Not Provided,"Pune, Delhi / NCR, Bengaluru","kubernetes, continuous integration, golang, ci/cd, eks, microservices, docker, sql"
Mobile Automation Testing Appium,Tata Consultancy Services,5-7 Yrs,Not Provided,"Hyderabad, Pune","Mobile Automation Testing, Appium, Android, IOS, Software testing, Mobile Automation, Automation testing, Io"
Gen AI - Pan India,PwC India,4-6 Yrs,Not Provided,"Hybrid - Pune, Bengaluru, Delhi / NCR","Generative Ai, Data Bricks, gen ai, Bricks, Artificial Intelligence, Gen, Pan, Data"
Cognizant Hiring For Network Automation L3 & L4 Specialist,Cognizant,9-14 Yrs,25-40 Lacs PA,"Pune, Chennai, Bengaluru"," OSPF,  Python, Ansible, BGP,  Terraform, Automation,  DDI,  VXLAN"
Cognizant Hiring For WAN L3 Professional,Cognizant,7-12 Yrs,16-31 Lacs PA,"Pune, Chennai, Bengaluru","IPSEC, RCA, Sdwan, Bgp, OSPF, Networking, Configuration, Nexus"
GCP  / Apache Spark Support Engineers,Aegis Softtech,3-4 Yrs,"90,000-1 Lacs PA","Hybrid - Pune, Chennai, Bengaluru","GCP, Dataproc, Apache Spark, Infrastructure Management, Apache, Spark, Management, Infrastructure"
Oracle Ebs Consultant,Hexaware Technologies,10-14 Yrs,Not Provided,"Hyderabad, Pune, Chennai","R12, Oracle E-business Suite, QA Testing, GL, UAT, Project Accounting, FA, E Business Suite"
Snowflake Developer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Chennai","Snowflake, DBT, PLSQL, Development"
GCP Cloud Architect Opening with CAPCO,Capco,10-20 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","GKE, GCP, HA VPN, Cloud Architect, Technical Architecture, VPC, MongoDB, Secret Manager"
Duckcreek Developer,Capgemini,6-11 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Duckcreek Policy, Duckcreek Claims Development, Duck Creek, Claims, Development"
GCP Cloud Architect Opening with CAPCO,Capco,10-20 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","GKE, GCP, HA VPN, Cloud Architect, Technical Architecture, VPC, MongoDB, Secret Manager"
Duckcreek Developer,Capgemini,6-11 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Duckcreek Policy, Duckcreek Claims Development, Duck Creek, Claims, Development"
Gen AI Engineer,EY,5-8 Yrs,5-15 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Gen AI, Huggingface, python, SAGE Maker, AWS BEDROCK, Gen, SAGE, Make"
Python Automation Tester,Hexaware Technologies,5-9 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Python Testing, Selenium, Automation Testing, Python, Automation, Software testing"
GCP Python Developer - Microservices & Cloud,Tata Consultancy Services,5-8 Yrs,Not Provided,"Hyderabad, Pune","GCP, CI/CD, FastAPI, Microservices, Python, Django, SQL Server, Flask"
Automation + Playwright /API Rest Assured,Hexaware Technologies,5-10 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Playwright, Automation Testing, Selenium Testing, Rest Assured, Testng, Cucumber, API, API Rest"
Mainframe Zos System Programmer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Pune, Chennai, Bengaluru","OS Installation, C++, Os Migration, Mainframes, Operating Systems, Installation, Operating, Migration"
Java Full Stack Engineer - Professional,Hexaware Technologies,10-15 Yrs,11-17 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Java, Banking And Finance, AWS, Github, Postgresql, Spring Boot, Ci/Cd, Microservices"
Mainframe System Administrator,e-Labs Infotech,13-22 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","JCL, Cobol, Mainframe Administration, System Programming, VSAM, CICS Administration, REXX, IBM Mainframe"
Informatica Architect,eLabs Infotech,12-19 Yrs,Not Provided,"Pune, Bengaluru, Delhi / NCR","IDMS, Etl Informatica, Customer 360, Informatica Architect, Informatica Powercenter, Integration, Architecture, Application Integration"
Azure Data Engineer,TOP MNC,6-11 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Pyspark, Data Bricks, Azure Databricks, Data, Azure Data Factory, Bricks, Microsoft Azure"
Security Consultant-AI-Driven Threat Management,IBM,7-9 Yrs,Not Provided,"Hyderabad, Pune","threat analysis, management consulting, mitigation, inform, cyber security, consulting, threat management, investment"
Python Automation Tester,Hexaware Technologies,5-9 Yrs,Not Provided,"Hybrid - Hyderabad, Pune, Chennai","Python Testing, Selenium, Automation Testing, Python, Automation, Software testing"
Full Stack Developer (React JS + Java Spring Boot),Capgemini,8-12 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Java, Javascript, Spring Boot, React.Js, CSS, HTML, Javas, Cs"
Business Analyst,HCLTech,7-10 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Agile Methodology, Payment Domain, Business Analysis, Capital Market, Agile, DNS, Analysis, Payments"
Aem Developer,Hexaware Technologies,10-15 Yrs,Not Provided,"Hybrid - Pune, Chennai, Bengaluru","Aem Development, Apache Felix, Osgi, Apache Sling, Jcr, Jackrabbit, Development, Aem"
Java Developer,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Bengaluru","Java, Spring Boot, Microservices, Java Development, Spring, Development, Boot"
Microsoft Dynamics 365 CCaaS,Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Pune, Delhi / NCR","D365, MS Dynamics CRM, CCaaS, Microsoft Dynamics, Microsoft, CRM, Dynamic, Dynamics"
Mainframe Developer,Hexaware Technologies,4-9 Yrs,Not Provided,"Hyderabad, Pune, Chennai","JCL, db2, Cics, Cobol, Mainframes, DBMS, Mainframe Production Support, Development"
